terrain_environmental_factors,material_labour_costs,regulatory_permitting_timeline,historical_delay_patterns,weather_seasonal_data,vendor_performance_structured,vendor_performance_semi_structured,vendor_performance_non_structured,material_cost_escalation_reason,cost_escalation_percentage,demand_supply_scenario,supply_delay_days,skilled_manpower_availability,equipment_availability,project_complexity,transmission_voltage_level,line_length_km,environmental_clearance_status,land_acquisition_percentage,time_overrun_percentage,cost_overrun_percentage,project_hotspots
Coastal,31.29534478919768,330,27.43590535523293,Winter,3.9000000000000026,"{""delivery_time"": 1.5, ""quality"": 1.17, ""communication"": 2.13, ""technical_expertise"": 1.98}",Poor quality control and frequent delays,Low,1.05,Balanced,7.703887594794898,0.869464981120116,0.5971164648477909,Medium,400kV,116.22167311995457,Pending,96.44085195059179,8.257206432042786,2.8453375703272012,Resource_Risk
Mountainous,86.55600239781862,330,26.83747075109292,Winter,1.6000000000000005,"{""delivery_time"": 3.24, ""quality"": 1.09, ""communication"": 3.08, ""technical_expertise"": 2.57}",Excellent performance with timely delivery,High,1.3,Balanced,15.18436085897908,0.5855536662839713,0.7077797660616583,High,132kV,105.33368031532605,Obtained,72.89674935547728,16.130648322727648,23.03008412636787,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,42.009487405071326,630,36.88849904444219,Monsoon,1.5000000000000004,"{""delivery_time"": 3.31, ""quality"": 3.81, ""communication"": 3.54, ""technical_expertise"": 4.94}",Excellent performance with timely delivery,Medium,1.15,Surplus,0.0,0.7859071701219374,0.6921695139792639,Medium,132kV,155.0219076275017,Under_Review,77.04341054690818,15.444059609378844,0.0,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Forest,40.5640593304321,480,31.45759557482159,Summer,1.2000000000000002,"{""delivery_time"": 1.55, ""quality"": 2.72, ""communication"": 2.7, ""technical_expertise"": 2.67}",Average performance with communication issues,High,1.3,Critical_Shortage,43.845990394387215,0.9293274470903881,0.8691958184680287,Medium,765kV,80.25441499399084,Under_Review,93.09372633352967,22.410020877871116,24.5183615117354,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk
Coastal,10.0,60,34.96609549192105,Post_Monsoon,2.200000000000001,"{""delivery_time"": 3.66, ""quality"": 2.96, ""communication"": 3.07, ""technical_expertise"": 2.73}",Excellent performance with timely delivery,Critical,1.5,Critical_Shortage,25.206131693522032,0.6412902857169572,0.8871077790831794,Low,765kV,120.46164315786362,Pending,66.6715588301488,13.714585117542342,27.435576548034327,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Urban,64.4634593515126,60,12.213583721236672,Monsoon,1.2000000000000002,"{""delivery_time"": 4.97, ""quality"": 4.71, ""communication"": 2.23, ""technical_expertise"": 1.45}",Poor quality control and frequent delays,Low,1.05,Balanced,5.741814293409927,0.4399732524204769,0.8035143271922733,Medium,765kV,116.20040163569575,Under_Review,94.01235238325364,20.658907987460342,20.546863541355023,Vendor_Risk|Resource_Risk|Weather_Risk
Rural,76.58377395004617,690,39.31805037970173,Monsoon,3.500000000000002,"{""delivery_time"": 4.36, ""quality"": 4.99, ""communication"": 2.17, ""technical_expertise"": 2.43}",Average performance with communication issues,Low,1.05,Critical_Shortage,33.329553964523846,0.7096304934050757,0.5113434210912238,Low,765kV,100.54230922731762,Obtained,69.66551792309511,16.907170608231297,0.0,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,97.39455468368348,240,16.331647126132005,Spring,3.300000000000002,"{""delivery_time"": 4.77, ""quality"": 3.84, ""communication"": 2.18, ""technical_expertise"": 3.32}",Excellent performance with timely delivery,High,1.3,Deficit,12.337705079658013,0.6075834926842156,0.9655111395354969,Medium,765kV,101.81750815974804,Obtained,83.56151566461268,3.9218380573034715,14.728443383934023,Supply_Chain_Risk
Coastal,51.7722673814471,390,17.02156548851223,Spring,1.5000000000000004,"{""delivery_time"": 4.78, ""quality"": 4.25, ""communication"": 3.97, ""technical_expertise"": 3.95}",Good quality but delayed deliveries,Critical,1.5,Surplus,3.290337877784268,0.8033352283283051,0.8431166400482238,Medium,220kV,101.11206816889754,Pending,87.42713520664714,12.883102282168476,26.31075636482911,Cost_Critical|Vendor_Risk
Urban,53.25686482294529,300,28.250110928235937,Winter,2.100000000000001,"{""delivery_time"": 1.71, ""quality"": 4.3, ""communication"": 2.1, ""technical_expertise"": 4.72}",Outstanding technical expertise and support,Critical,1.5,Balanced,3.9268966730739,0.9706197548491636,0.5170977249605944,Very_High,400kV,60.21172882923608,Pending,96.20055783471102,16.65401048432839,37.82643427799862,Cost_Critical|Vendor_Risk|Resource_Risk
Mountainous,85.54742076168803,240,28.623019156591315,Monsoon,4.5000000000000036,"{""delivery_time"": 2.46, ""quality"": 4.43, ""communication"": 2.06, ""technical_expertise"": 3.06}",Excellent performance with timely delivery,Medium,1.15,Balanced,0.0,0.6913649907981082,0.9094164496070589,Low,765kV,99.03013540133892,Pending,84.30551978736528,23.751813117255455,25.087072741097327,Cost_Critical|Environmental_Risk|Weather_Risk
Coastal,42.02906209461075,120,12.137718373210257,Summer,1.1,"{""delivery_time"": 1.43, ""quality"": 3.64, ""communication"": 4.34, ""technical_expertise"": 3.87}",Excellent performance with timely delivery,Low,1.05,Critical_Shortage,27.05815375874709,0.6797141380933203,0.6001330773589981,Medium,765kV,111.18982265020092,Obtained,78.12927205000001,9.643213537795113,14.54841377479448,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Desert,76.33762989620878,450,22.920648498713238,Spring,2.000000000000001,"{""delivery_time"": 3.09, ""quality"": 1.18, ""communication"": 4.73, ""technical_expertise"": 3.82}",Good quality but delayed deliveries,Critical,1.5,Deficit,18.61013479178222,0.7927508801148762,0.7896105947855534,Medium,220kV,96.26777554663731,Pending,82.8907740936711,24.442354031885298,26.482820590686643,Cost_Critical|Supply_Chain_Risk|Vendor_Risk
Rural,61.491204175770356,30,42.85882380243371,Monsoon,4.800000000000003,"{""delivery_time"": 3.98, ""quality"": 4.18, ""communication"": 3.99, ""technical_expertise"": 2.76}",Poor quality control and frequent delays,Critical,1.5,Surplus,0.0,0.4620985021561406,0.7333171849750936,Medium,400kV,20.527103483692372,Under_Review,68.08329850960816,10.679397430115193,20.064121360299985,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,95.76559770157046,330,7.379961261590857,Monsoon,4.3000000000000025,"{""delivery_time"": 3.93, ""quality"": 3.5, ""communication"": 4.42, ""technical_expertise"": 4.21}",Good quality but delayed deliveries,Medium,1.15,Critical_Shortage,38.74410590590389,0.5521037133550089,0.7099193911775383,High,765kV,29.484089657069667,Under_Review,87.56297336599403,12.296334554485668,14.515940394721866,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Urban,63.04699550864092,210,42.822630892152716,Summer,3.500000000000002,"{""delivery_time"": 1.17, ""quality"": 2.52, ""communication"": 1.14, ""technical_expertise"": 1.41}",Excellent performance with timely delivery,Medium,1.15,Balanced,5.623867439555781,0.9513875953002391,0.9448568600621987,Medium,400kV,56.361880577418106,Obtained,67.4752284820222,15.30862058673517,22.65575322872961,Land_Acquisition_Risk
Desert,65.72285124628371,510,22.099618583002123,Winter,2.7000000000000015,"{""delivery_time"": 3.41, ""quality"": 4.5, ""communication"": 1.48, ""technical_expertise"": 2.8}",Poor quality control and frequent delays,High,1.3,Balanced,4.148577340870995,0.8019655680182598,0.7186806457813073,Low,400kV,81.08254623582357,Under_Review,82.28990448313027,22.984272856950945,16.693578021938528,Low_Risk
Urban,47.87933955824706,600,0.0,Spring,3.0000000000000018,"{""delivery_time"": 4.64, ""quality"": 4.26, ""communication"": 3.08, ""technical_expertise"": 4.09}",Average performance with communication issues,Low,1.05,Critical_Shortage,34.59262913400864,0.40806642639004975,0.5376720587865753,High,220kV,58.2408583212371,Pending,85.90414645441956,18.060533999399063,29.984868010967908,Cost_Critical|Supply_Chain_Risk|Resource_Risk
Rural,37.5967946894021,540,8.599219198205123,Monsoon,4.5000000000000036,"{""delivery_time"": 3.09, ""quality"": 1.63, ""communication"": 1.5, ""technical_expertise"": 1.75}",Excellent performance with timely delivery,Critical,1.5,Deficit,17.573790100900418,0.5227752835354119,0.9733193636074763,Medium,220kV,107.60692053967206,Under_Review,95.9433272163102,5.222512762595757,15.234315036634355,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Coastal,55.92337994577252,660,13.43826954717768,Winter,4.900000000000004,"{""delivery_time"": 2.4, ""quality"": 4.72, ""communication"": 4.2, ""technical_expertise"": 2.73}",Good quality but delayed deliveries,High,1.3,Surplus,0.0,0.8097023596173394,0.9602676156198138,Low,765kV,126.7199620436299,Pending,78.00759303910458,15.82281639407369,0.0,Land_Acquisition_Risk
Urban,72.16362738291548,660,17.512848390607093,Summer,3.100000000000002,"{""delivery_time"": 2.97, ""quality"": 2.06, ""communication"": 3.82, ""technical_expertise"": 4.21}",Average performance with communication issues,Low,1.05,Surplus,0.21145546998862816,0.8586395215375445,0.8422163447907993,Medium,132kV,131.6784409401784,Under_Review,91.0133290635685,24.36895869966418,22.790606765808064,Low_Risk
Urban,82.81490021154838,360,23.743440896495944,Winter,3.9000000000000026,"{""delivery_time"": 1.96, ""quality"": 1.17, ""communication"": 3.5, ""technical_expertise"": 3.25}",Outstanding technical expertise and support,High,1.3,Surplus,0.0,0.9039157436044252,0.7339462640660125,Medium,220kV,96.78839453356127,Obtained,66.70121953217107,0.4373393353816031,16.82214055464782,Land_Acquisition_Risk
Coastal,45.54277888775379,270,0.0,Winter,3.9000000000000026,"{""delivery_time"": 2.61, ""quality"": 3.58, ""communication"": 3.2, ""technical_expertise"": 2.0}",Average performance with communication issues,Low,1.05,Surplus,0.8182238800143393,0.575306082029227,0.5464297364717606,High,400kV,122.9456355934203,Pending,66.247859149353,14.894465761680983,19.589984547576332,Resource_Risk|Land_Acquisition_Risk
Coastal,86.86839424127139,150,27.24165270973184,Winter,1.7000000000000006,"{""delivery_time"": 2.59, ""quality"": 2.71, ""communication"": 4.52, ""technical_expertise"": 4.84}",Good quality but delayed deliveries,Low,1.05,Deficit,18.23238393099176,0.9586171577665376,0.895374059288738,Low,400kV,65.31068792334433,Under_Review,80.99192054879721,12.091650008921455,35.31478517626991,Cost_Critical|Supply_Chain_Risk|Vendor_Risk
Mountainous,68.8997189765422,300,12.338913900101389,Spring,4.3000000000000025,"{""delivery_time"": 4.57, ""quality"": 3.88, ""communication"": 3.34, ""technical_expertise"": 3.76}",Average performance with communication issues,Critical,1.5,Balanced,5.8297293140615745,0.7317681361467354,0.5377389572120145,Medium,765kV,79.69212147880286,Obtained,83.85363060440412,6.586306230578286,19.401350581265465,Resource_Risk
Mountainous,74.51923587716018,120,41.6862708592127,Spring,1.8000000000000007,"{""delivery_time"": 4.76, ""quality"": 2.0, ""communication"": 3.14, ""technical_expertise"": 3.76}",Good quality but delayed deliveries,Low,1.05,Balanced,8.043010819652945,0.8179234134327358,0.5343004924475728,Medium,765kV,44.15541362507677,Under_Review,85.29364162931633,20.417539437118236,10.310607051988566,Environmental_Risk|Vendor_Risk|Resource_Risk
Rural,38.79182481278265,150,21.757879351072308,Summer,2.9000000000000017,"{""delivery_time"": 3.72, ""quality"": 2.01, ""communication"": 3.35, ""technical_expertise"": 4.18}",Excellent performance with timely delivery,Medium,1.15,Surplus,0.0,0.7580433176679449,0.7686919212196841,Medium,765kV,127.24147721401059,Obtained,89.82696168095113,0.0,19.61322587527959,Low_Risk
Rural,13.636396095905873,300,36.31415406079276,Monsoon,4.900000000000004,"{""delivery_time"": 2.9, ""quality"": 4.17, ""communication"": 2.44, ""technical_expertise"": 4.76}",Poor quality control and frequent delays,Critical,1.5,Surplus,0.0,0.4736440328047723,0.5800641200923201,Very_High,400kV,153.80810482022926,Under_Review,71.7972595104484,11.563459789856667,4.536189986918343,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Rural,63.26068094541574,330,38.32418775897152,Winter,3.400000000000002,"{""delivery_time"": 3.14, ""quality"": 3.38, ""communication"": 1.13, ""technical_expertise"": 1.68}",Outstanding technical expertise and support,Medium,1.15,Surplus,0.0,0.9778687956309279,0.5038651336701745,Low,220kV,72.79907992128099,Pending,84.90430887409822,17.909013428115856,6.5357650834963374,Resource_Risk
Urban,79.36845599330246,630,37.9992789215946,Winter,2.8000000000000016,"{""delivery_time"": 3.53, ""quality"": 2.68, ""communication"": 3.03, ""technical_expertise"": 1.25}",Poor quality control and frequent delays,High,1.3,Critical_Shortage,33.48280306431504,0.4737253479364916,0.7115567154978931,Very_High,132kV,10.0,Pending,67.52556483225291,24.875738926198274,29.09078709604322,Cost_Critical|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Forest,57.2251083040335,300,18.203119084450172,Winter,1.4000000000000004,"{""delivery_time"": 4.34, ""quality"": 4.14, ""communication"": 1.74, ""technical_expertise"": 3.54}",Poor quality control and frequent delays,High,1.3,Critical_Shortage,30.996794177740558,0.5529291738467101,0.568608615805033,Medium,220kV,51.560934721270655,Pending,68.75990836218249,22.363949716098507,19.295577143574807,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,76.50729113755962,240,18.049598107344117,Post_Monsoon,2.000000000000001,"{""delivery_time"": 4.27, ""quality"": 3.56, ""communication"": 2.24, ""technical_expertise"": 3.62}",Poor quality control and frequent delays,Low,1.05,Balanced,2.8408872528752873,0.8881767281337881,0.5802577076403457,High,132kV,62.24397047698447,Pending,62.692355534955254,17.347444649535568,23.652030059898046,Environmental_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,57.73908826556149,60,22.30032040854022,Winter,2.4000000000000012,"{""delivery_time"": 1.84, ""quality"": 2.27, ""communication"": 1.96, ""technical_expertise"": 3.23}",Good quality but delayed deliveries,Low,1.05,Balanced,0.0,0.7711581769006608,0.5384553193676673,Medium,220kV,38.58290237227084,Pending,89.88002344554921,9.972544515966613,11.160361763225827,Vendor_Risk|Resource_Risk
Rural,26.56181214670186,690,32.63484850454711,Summer,1.7000000000000006,"{""delivery_time"": 1.43, ""quality"": 4.73, ""communication"": 2.33, ""technical_expertise"": 1.88}",Good quality but delayed deliveries,Medium,1.15,Surplus,0.0,0.9028894992258142,0.602546876861805,Medium,765kV,48.9392322299329,Under_Review,80.27971881542337,13.617126176790435,26.952275060282524,Cost_Critical|Vendor_Risk|Resource_Risk
Forest,52.580262299756974,240,18.871656762950046,Summer,2.8000000000000016,"{""delivery_time"": 2.99, ""quality"": 2.11, ""communication"": 3.14, ""technical_expertise"": 2.39}",Outstanding technical expertise and support,Medium,1.15,Critical_Shortage,31.4964166972962,0.7094417130244269,0.8577420898871947,High,400kV,92.16163789566613,Under_Review,69.52742822398248,10.212561399040892,1.041600572040842,Environmental_Risk|Supply_Chain_Risk|Land_Acquisition_Risk
Urban,80.48816125262563,480,23.568850316917025,Winter,3.200000000000002,"{""delivery_time"": 1.53, ""quality"": 2.06, ""communication"": 2.75, ""technical_expertise"": 1.12}",Good quality but delayed deliveries,Medium,1.15,Deficit,18.12979824390582,0.6261959412199809,0.9044636536088957,High,132kV,108.09028642857197,Under_Review,82.24950902801162,18.661875524452693,21.322042826005067,Supply_Chain_Risk
Mountainous,46.77848797869189,660,28.2831257960734,Spring,3.6000000000000023,"{""delivery_time"": 4.08, ""quality"": 3.49, ""communication"": 3.41, ""technical_expertise"": 3.18}",Good quality but delayed deliveries,High,1.3,Critical_Shortage,36.1703299552784,0.9531072997286709,0.7262668220146503,Medium,220kV,12.746316258990447,Under_Review,74.1696079453515,19.052310002229785,14.20274883462482,Environmental_Risk|Supply_Chain_Risk|Land_Acquisition_Risk
Rural,54.40336898249944,150,14.1412968874256,Spring,4.900000000000004,"{""delivery_time"": 3.36, ""quality"": 4.74, ""communication"": 1.03, ""technical_expertise"": 1.19}",Good quality but delayed deliveries,Medium,1.15,Balanced,0.0,0.42175139050887694,0.7532769079407089,Low,400kV,66.37434702814926,Pending,93.48839641157073,11.658455085279778,3.0013086528524084,Resource_Risk
Mountainous,44.47690939597339,90,13.382700540050589,Monsoon,4.100000000000003,"{""delivery_time"": 1.77, ""quality"": 1.67, ""communication"": 1.72, ""technical_expertise"": 3.69}",Good quality but delayed deliveries,Critical,1.5,Critical_Shortage,32.969943233098064,0.9136781322118275,0.5163275172971014,Medium,132kV,86.31866716480057,Obtained,81.12591523181456,9.160984813148792,26.75483318908674,Cost_Critical|Supply_Chain_Risk|Resource_Risk|Weather_Risk
Urban,74.09538465745376,360,23.100833423152114,Winter,3.500000000000002,"{""delivery_time"": 2.84, ""quality"": 4.97, ""communication"": 1.91, ""technical_expertise"": 2.24}",Excellent performance with timely delivery,Critical,1.5,Balanced,8.462321706821637,0.538490671112669,0.5346581306856584,Very_High,132kV,47.66313558603686,Pending,61.19242891415305,11.986296656003788,31.345497444678607,Cost_Critical|Resource_Risk|Land_Acquisition_Risk
Desert,69.25152887175284,390,24.690145779419698,Spring,3.6000000000000023,"{""delivery_time"": 4.94, ""quality"": 4.33, ""communication"": 2.88, ""technical_expertise"": 3.22}",Outstanding technical expertise and support,High,1.3,Surplus,0.0,0.9092417966523807,0.6287838628247584,Medium,400kV,93.26644543542616,Under_Review,99.40381145358955,14.657785223607567,22.669547362553576,Resource_Risk
Forest,32.2162784517717,390,30.20662576001972,Winter,2.8000000000000016,"{""delivery_time"": 4.37, ""quality"": 2.92, ""communication"": 1.82, ""technical_expertise"": 4.31}",Good quality but delayed deliveries,Medium,1.15,Deficit,7.911169034355471,0.48351796805013136,0.7719492103565737,High,765kV,80.87595988423611,Pending,62.97194152943737,7.532842991818972,8.665026945117887,Environmental_Risk|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,101.20663547528636,300,33.06263889941867,Winter,3.8000000000000025,"{""delivery_time"": 3.15, ""quality"": 1.61, ""communication"": 3.02, ""technical_expertise"": 2.65}",Outstanding technical expertise and support,Medium,1.15,Surplus,11.288142732071712,0.7481313782143243,0.8697755743674964,High,400kV,69.29932824924782,Pending,87.8383275560028,3.092831307273645,29.389665063025365,Cost_Critical|Environmental_Risk
Mountainous,58.471689522043896,120,11.811246153140218,Monsoon,4.800000000000003,"{""delivery_time"": 4.51, ""quality"": 1.5, ""communication"": 4.5, ""technical_expertise"": 3.05}",Average performance with communication issues,Low,1.05,Surplus,0.0,0.9328647514068832,0.8025015306690165,High,765kV,54.742793588517685,Pending,77.49023356810441,17.846586885089092,10.779225347553638,Environmental_Risk|Land_Acquisition_Risk|Weather_Risk
Forest,47.30776680598035,270,15.254980816677223,Spring,5.0000000000000036,"{""delivery_time"": 2.62, ""quality"": 1.65, ""communication"": 3.8, ""technical_expertise"": 4.71}",Excellent performance with timely delivery,Critical,1.5,Deficit,9.182105500004916,0.6841237881393343,0.6960639274933942,Medium,220kV,94.56927264126378,Obtained,69.97271226080385,7.188789231713666,29.42037328543572,Cost_Critical|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Coastal,63.610245550156975,660,13.350972549242776,Spring,4.200000000000003,"{""delivery_time"": 2.5, ""quality"": 1.97, ""communication"": 3.22, ""technical_expertise"": 4.18}",Good quality but delayed deliveries,High,1.3,Deficit,15.856317629100966,0.8479400042820358,0.559162036501569,Medium,220kV,58.27793313502309,Pending,87.05832937851612,15.251700810356644,12.564815960128804,Supply_Chain_Risk|Resource_Risk
Urban,87.39842831385995,690,41.94936881909706,Winter,2.8000000000000016,"{""delivery_time"": 1.02, ""quality"": 3.53, ""communication"": 3.39, ""technical_expertise"": 2.27}",Excellent performance with timely delivery,Medium,1.15,Deficit,14.571983338436324,0.882802970713335,0.8903866174435947,Very_High,400kV,24.344517402803127,Pending,65.03589414819947,21.22466978177787,33.98941018042952,Cost_Critical|Supply_Chain_Risk|Land_Acquisition_Risk
Mountainous,52.144009072986066,60,23.556752917569575,Winter,4.600000000000003,"{""delivery_time"": 2.81, ""quality"": 1.99, ""communication"": 4.16, ""technical_expertise"": 3.54}",Excellent performance with timely delivery,Low,1.05,Balanced,0.0,0.8418965252300675,0.6818930257995286,High,765kV,85.77347632428275,Obtained,94.32986793825967,15.08412005028774,17.992097304680932,Resource_Risk
Mountainous,76.38779662157935,570,25.193551542940252,Winter,2.8000000000000016,"{""delivery_time"": 3.13, ""quality"": 2.57, ""communication"": 2.17, ""technical_expertise"": 4.29}",Average performance with communication issues,High,1.3,Surplus,0.4668443040158248,0.955197842124759,0.8680270072413948,High,220kV,41.63418588915479,Pending,70.02447943652528,16.39012104777086,13.09130672162775,Environmental_Risk|Land_Acquisition_Risk
Rural,56.432247504958596,30,25.693292368162155,Monsoon,4.200000000000003,"{""delivery_time"": 2.81, ""quality"": 3.01, ""communication"": 3.08, ""technical_expertise"": 2.79}",Outstanding technical expertise and support,High,1.3,Balanced,9.918677556978231,0.6681005383119571,0.7564894209571709,Medium,765kV,27.383129486745204,Pending,74.45814633535869,9.305110071062662,9.737242041336078,Land_Acquisition_Risk|Weather_Risk
Coastal,72.47590093073659,210,16.41195983538833,Spring,2.5000000000000013,"{""delivery_time"": 2.02, ""quality"": 1.48, ""communication"": 1.39, ""technical_expertise"": 4.03}",Excellent performance with timely delivery,Critical,1.5,Deficit,13.835448962548778,0.5038752634990935,0.8693310267809127,High,765kV,89.533272739446,Pending,85.30574545216786,9.701410892952802,39.66789361524162,Cost_Critical|Supply_Chain_Risk|Resource_Risk
Forest,65.80827916144797,510,43.771234227352366,Spring,3.200000000000002,"{""delivery_time"": 1.89, ""quality"": 1.22, ""communication"": 4.19, ""technical_expertise"": 1.62}",Poor quality control and frequent delays,Medium,1.15,Balanced,0.0,0.4286866382214879,0.953644780726286,Medium,765kV,79.29817952999062,Pending,60.04117262261467,22.075975657433546,27.330364829493725,Cost_Critical|Environmental_Risk|Resource_Risk|Land_Acquisition_Risk
Forest,55.618228017187704,90,29.932319857824737,Winter,1.6000000000000005,"{""delivery_time"": 3.5, ""quality"": 2.35, ""communication"": 1.51, ""technical_expertise"": 2.66}",Average performance with communication issues,High,1.3,Deficit,16.709608052946518,0.5478759217825031,0.960514758026901,Medium,400kV,54.67821839842483,Pending,78.90994457555468,19.746480156697967,21.870112018123056,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,37.5861466902692,600,25.47508635733539,Spring,3.500000000000002,"{""delivery_time"": 1.06, ""quality"": 4.36, ""communication"": 3.05, ""technical_expertise"": 1.56}",Poor quality control and frequent delays,Low,1.05,Critical_Shortage,38.01450022624077,0.48591850232814526,0.7675533900003018,High,765kV,93.01290853636968,Under_Review,95.76995686006686,20.198400988572796,24.52483156353744,Supply_Chain_Risk|Resource_Risk
Urban,66.67980571940431,600,11.736922946193207,Summer,4.100000000000003,"{""delivery_time"": 1.95, ""quality"": 2.79, ""communication"": 1.76, ""technical_expertise"": 2.07}",Average performance with communication issues,Low,1.05,Deficit,12.06793961586044,0.7347692448606883,0.7557541823828193,Medium,400kV,99.83763090647419,Pending,87.21662565094545,7.295307783740387,13.379524365025592,Supply_Chain_Risk
Forest,42.39739352526988,630,11.056810100125062,Monsoon,2.100000000000001,"{""delivery_time"": 3.14, ""quality"": 4.33, ""communication"": 2.61, ""technical_expertise"": 3.87}",Poor quality control and frequent delays,High,1.3,Surplus,0.0,0.5109672023270392,0.6328392327514186,High,220kV,93.39399882732506,Obtained,75.51601459754538,29.839330653424412,41.85556204727308,Cost_Critical|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,10.0,90,21.29310962073078,Spring,1.7000000000000006,"{""delivery_time"": 4.51, ""quality"": 1.87, ""communication"": 4.23, ""technical_expertise"": 4.03}",Poor quality control and frequent delays,Low,1.05,Surplus,11.289281501288237,0.42336022437362275,0.9678999157646457,Medium,220kV,92.1233664325205,Pending,86.41697712577408,11.858825171269395,15.264283195464966,Vendor_Risk|Resource_Risk
Urban,73.51291618107453,90,16.60009847713804,Summer,1.4000000000000004,"{""delivery_time"": 2.43, ""quality"": 4.96, ""communication"": 2.05, ""technical_expertise"": 2.02}",Excellent performance with timely delivery,High,1.3,Surplus,0.0,0.42159389732120073,0.7289595835998104,Medium,132kV,28.811594052906806,Under_Review,97.46277699613358,11.432436881606675,19.732293388417606,Vendor_Risk|Resource_Risk
Forest,79.44877827036616,510,12.190667853441377,Monsoon,3.7000000000000024,"{""delivery_time"": 4.09, ""quality"": 2.74, ""communication"": 2.32, ""technical_expertise"": 1.71}",Excellent performance with timely delivery,Low,1.05,Balanced,0.0,0.898941699018917,0.5637956196436886,Medium,132kV,130.26329683223622,Obtained,67.51221267343934,16.632452818716523,25.302569902728283,Cost_Critical|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,20.37841885362139,210,20.548503765141337,Summer,1.4000000000000004,"{""delivery_time"": 4.06, ""quality"": 4.15, ""communication"": 3.27, ""technical_expertise"": 4.83}",Average performance with communication issues,High,1.3,Surplus,0.12557042013005526,0.754869958865815,0.7163524573132749,Medium,220kV,104.51146848321544,Obtained,81.27232035354669,8.407051980618034,22.336680019117082,Vendor_Risk
Rural,34.854039429350934,420,22.40286366068933,Spring,3.500000000000002,"{""delivery_time"": 2.27, ""quality"": 1.88, ""communication"": 3.71, ""technical_expertise"": 4.03}",Outstanding technical expertise and support,High,1.3,Deficit,17.874211628851995,0.6148511811360269,0.563526625119002,Medium,765kV,51.72231785135286,Pending,69.38950324852381,11.48681671501984,17.907892061580757,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,88.93097087261695,510,26.701425045523237,Winter,1.4000000000000004,"{""delivery_time"": 1.9, ""quality"": 1.31, ""communication"": 4.24, ""technical_expertise"": 4.91}",Excellent performance with timely delivery,High,1.3,Critical_Shortage,37.66216864355158,0.9365368256441482,0.7512658421285375,High,765kV,84.58846795621416,Under_Review,94.16898556682818,26.442980023193357,25.523232517374225,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk
Rural,80.86243204567548,540,18.952966343508844,Winter,3.100000000000002,"{""delivery_time"": 3.58, ""quality"": 2.11, ""communication"": 4.99, ""technical_expertise"": 4.57}",Excellent performance with timely delivery,Low,1.05,Surplus,0.0,0.4421179668446282,0.780637757428106,High,220kV,91.24018293939805,Pending,88.84201006406252,21.455807527168215,26.743374306460822,Cost_Critical|Resource_Risk
Urban,65.40547729967045,390,12.908791664079626,Summer,2.4000000000000012,"{""delivery_time"": 3.05, ""quality"": 4.3, ""communication"": 4.26, ""technical_expertise"": 4.74}",Good quality but delayed deliveries,High,1.3,Balanced,1.6963424705551389,0.9881932436366956,0.6688778807467927,Medium,220kV,83.62310154254237,Under_Review,92.04303680997975,12.68269342584381,27.832580423556387,Cost_Critical|Vendor_Risk|Resource_Risk
Rural,39.07995588156298,600,13.324949368105035,Winter,2.200000000000001,"{""delivery_time"": 4.36, ""quality"": 3.57, ""communication"": 3.44, ""technical_expertise"": 2.87}",Excellent performance with timely delivery,Critical,1.5,Critical_Shortage,40.764440225643696,0.7697750741526765,0.5358253071157424,Medium,132kV,147.7571347133669,Under_Review,97.72047409972664,20.49286283106345,32.65629657540238,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Desert,66.15917473679835,600,39.55567275071425,Monsoon,3.7000000000000024,"{""delivery_time"": 3.51, ""quality"": 4.18, ""communication"": 4.88, ""technical_expertise"": 2.87}",Outstanding technical expertise and support,High,1.3,Surplus,1.6334473267085292,0.5100785523813091,0.9717517678166195,High,765kV,16.91619060635624,Pending,69.29235105528727,22.07915597501733,13.049581405886864,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
